Away,Year,Date,MonthNo,DayNum,Time,Home,Week,Game,Weekday,AwayWL,HomeWL,AwayPts,HomePts,AwayMargin,HomeMargin,OT,Spread,vs. Line,Over/Under,OU Result
KAN,2017,2017-09-07,9,7,8:30,NWE,1,1,Thu,W,L,42,27,15,-15,,8,covered,47.5,over
MIA,2017,2017-11-13,11,13,8:30,CAR,10,9,Mon,L,W,21,45,-24,24,,8,not covered,38.5,over
WAS,2017,2017-11-05,11,5,4:05,SEA,9,8,Sun,W,L,17,14,3,-3,,8,covered,44.5,under
CHI,2017,2017-09-28,9,28,8:25,GNB,4,4,Thu,L,W,14,35,-21,21,,7.5,not covered,44,over
CHI,2017,2017-10-29,10,29,1:00,NOR,8,8,Sun,L,W,12,20,-8,8,,7.5,not covered,46,under
CLE,2017,2017-09-17,9,17,1:00,BAL,2,2,Sun,L,W,10,24,-14,14,,7.5,not covered,39.5,under
CLE,2017,2017-10-15,10,15,1:00,HOU,6,6,Sun,L,W,17,33,-16,16,,7.5,not covered,46,over
CLE,2017,2017-11-26,11,26,1:00,CIN,12,11,Sun,L,W,16,30,-14,14,,7.5,not covered,39,over
GNB,2017,2017-12-31,12,31,1:00,DET,17,16,Sun,L,W,11,35,-24,24,,7.5,not covered,44.5,over
HOU,2017,2017-11-27,11,27,8:30,BAL,12,11,Mon,L,W,16,23,-7,7,,7.5,covered,39.5,under
JAX,2017,2017-10-08,10,8,1:00,PIT,5,5,Sun,W,L,30,9,21,-21,,7.5,covered,41,under
BUF,2017,2017-11-19,11,19,4:05,LAC,11,10,Sun,L,W,24,54,-30,30,,7,not covered,41.5,over
CHI,2017,2017-09-17,9,17,1:00,TAM,2,2,Sun,L,W,7,29,-22,22,,7,not covered,44,under
CIN,2017,2017-09-24,9,24,4:25,GNB,3,3,Sun,L,W,24,27,-3,3,OT,7,covered,47.5,over
IND,2017,2017-10-16,10,16,8:30,TEN,6,6,Mon,L,W,22,36,-14,14,,7,not covered,46,over
DEN,2017,2017-10-30,10,30,8:30,KAN,8,7,Mon,L,W,19,29,-10,10,,7,not covered,42,over
DEN,2017,2017-11-05,11,5,1:00,PHI,9,8,Sun,L,W,23,51,-28,28,,7,not covered,41,over
HOU,2017,2017-12-03,12,3,1:00,TEN,13,12,Sun,L,W,13,24,-11,11,,7,not covered,42.5,under
NYG,2017,2017-11-23,11,23,8:30,WAS,12,11,Thu,L,W,10,20,-10,10,,7,not covered,44,under
NYJ,2017,2017-09-10,9,10,1:00,BUF,1,1,Sun,L,W,12,21,-9,9,,7,not covered,42,under
TEN,2017,2017-11-16,11,16,8:25,PIT,11,10,Thu,L,W,17,40,-23,23,,7,not covered,44.5,over
OAK,2017,2017-12-31,12,31,4:25,LAC,17,16,Sun,L,W,10,30,-20,20,,7,not covered,43,under
TAM,2017,2017-11-05,11,5,1:00,NOR,9,8,Sun,L,W,10,30,-20,20,,7,not covered,54,under
BUF,2017,2017-09-17,9,17,1:00,CAR,2,2,Sun,L,W,3,9,-6,6,,6.5,covered,43,under
LAC,2017,2017-10-29,10,29,1:00,NWE,8,8,Sun,L,W,13,21,-8,8,,6.5,not covered,49,under
WAS,2017,2017-10-02,10,2,8:30,KAN,4,4,Mon,L,W,20,29,-9,9,,6.5,not covered,48,over
CHI,2017,2017-12-10,12,10,1:00,CIN,14,13,Sun,W,L,33,7,26,-26,,6,covered,40.5,under
CIN,2017,2017-11-05,11,5,1:00,JAX,9,8,Sun,L,W,7,23,-16,16,,6,not covered,38,under
IND,2017,2017-11-05,11,5,1:00,HOU,9,9,Sun,W,L,20,14,6,-6,,6,covered,45,under
ARI,2017,2017-10-08,10,8,1:00,PHI,5,5,Sun,L,W,7,34,-27,27,,6,not covered,45,under
DET,2017,2017-10-15,10,15,1:00,NOR,6,6,Sun,L,W,38,52,-14,14,,6,not covered,50.5,over
HOU,2017,2017-10-29,10,29,4:05,SEA,8,7,Sun,L,W,38,41,-3,3,,6,covered,45,over
NYG,2017,2017-09-10,9,10,8:30,DAL,1,1,Sun,L,W,3,19,-16,16,,6,not covered,46.5,under
BAL,2017,2017-12-10,12,10,8:30,PIT,14,13,Sun,L,W,38,39,-1,1,,6,covered,43,over
SFO,2017,2017-10-01,10,1,4:05,ARI,4,4,Sun,L,W,15,18,-3,3,OT,6,covered,43,under
WAS,2017,2017-12-10,12,10,4:05,LAC,14,13,Sun,L,W,13,30,-17,17,,6,not covered,46.5,under
ATL,2017,2017-12-24,12,24,1:00,NOR,16,15,Sun,L,W,13,23,-10,10,,5.5,not covered,52,under
