Team1,symbol,Team2,Year,Date,MonthNo,DayNum,Time,Week,Game,Weekday,Team1WL,Team1Pts,Team2Pts,Margin,OT,Spread,vsLine,OU,OU Result
KAN,@,PIT,2016,2016-10-02,10,2,8:30,4,4,Sun,L,14,43,-29,,3,not covered,48,over
KAN,@,CAR,2016,2016-11-13,11,13,1:00,10,9,Sun,W,20,17,3,,3,covered,44,under
NOR,@,ARI,2016,2016-12-18,12,18,4:05,15,14,Sun,W,48,41,7,,3,covered,48.5,over
NYJ,@,KAN,2016,2016-09-25,9,25,4:26,3,3,Sun,L,3,24,-21,,3,not covered,44.5,under
NYJ,@,SFO,2016,2016-12-11,12,11,4:05,14,13,Sun,W,23,17,6,OT,3,covered,42.5,under
TEN,@,IND,2016,2016-11-20,11,20,1:00,11,11,Sun,L,17,24,-7,,3,not covered,53.5,under
PHI,@,CHI,2016,2016-09-19,9,19,8:30,2,2,Mon,W,29,14,15,,3,covered,42.5,over
PHI,@,NYG,2016,2016-11-06,11,6,1:00,9,8,Sun,L,23,28,-5,,3,not covered,42.5,over
TAM,@,NOR,2016,2016-12-24,12,24,4:25,16,15,Sat,L,24,31,-7,,3,not covered,53,over
WAS,@,CIN,2016,2016-10-30,10,30,8:36,8,8,Sun,T,27,27,0,OT,3,covered,49,over
ATL,@,NOR,2016,2016-09-26,9,26,8:30,3,3,Mon,W,45,32,13,,2.5,covered,54,over
BUF,@,CIN,2016,2016-11-20,11,20,1:00,11,10,Sun,W,16,12,4,,2.5,covered,48,under
ARI,@,CAR,2016,2016-10-30,10,30,12:47,8,8,Sun,L,20,30,-10,,2.5,not covered,45.5,over
DET,@,IND,2016,2016-09-11,9,11,4:27,1,1,Sun,W,39,35,4,,2.5,covered,51,over
JAX,@,CHI,2016,2016-10-16,10,16,1:02,6,5,Sun,W,17,16,1,,2.5,covered,46,under
MIN,@,WAS,2016,2016-11-13,11,13,1:00,10,9,Sun,L,20,26,-6,,2.5,not covered,42,over
TEN,@,MIA,2016,2016-10-09,10,9,1:02,5,5,Sun,W,30,17,13,,2.5,covered,44.5,over
OAK,@,NOR,2016,2016-09-11,9,11,1:05,1,1,Sun,W,35,34,1,,2.5,covered,50,over
LAR,@,DET,2016,2016-10-16,10,16,1:02,6,6,Sun,L,28,31,-3,,2.5,not covered,44,over
BAL,@,NYJ,2016,2016-10-23,10,23,1:04,7,7,Sun,L,16,24,-8,,2.5,not covered,40,push
SEA,@,ARI,2016,2016-10-23,10,23,8:30,7,6,Sun,T,6,6,0,OT,2.5,covered,43,under
TAM,@,ATL,2016,2016-09-11,9,11,1:05,1,1,Sun,W,31,24,7,,2.5,covered,46.5,over
WAS,@,ARI,2016,2016-12-04,12,4,4:25,13,12,Sun,L,23,31,-8,,2.5,not covered,48.5,over
ATL,@,PHI,2016,2016-11-13,11,13,1:00,10,10,Sun,L,15,24,-9,,2,not covered,48.5,under
ARI,@,MIN,2016,2016-11-20,11,20,1:00,11,10,Sun,L,24,30,-6,,2,not covered,39.5,over
DEN,@,TEN,2016,2016-12-11,12,11,1:00,14,13,Sun,L,10,13,-3,,2,not covered,44,under
NOR,@,TAM,2016,2016-12-11,12,11,4:25,14,13,Sun,L,11,16,-5,,2,not covered,52,under
PHI,@,CIN,2016,2016-12-04,12,4,1:00,13,12,Sun,L,14,32,-18,,2,not covered,42,over
OAK,@,JAX,2016,2016-10-23,10,23,1:02,7,7,Sun,W,33,16,17,,2,covered,47.5,over
MIN,@,DET,2016,2016-11-24,11,24,12:30,12,11,Thu,L,13,16,-3,,1.5,not covered,42,under
NYG,@,PHI,2016,2016-12-22,12,22,8:25,16,15,Thu,L,19,24,-5,,1.5,not covered,42.5,over
SDG,@,IND,2016,2016-09-25,9,25,4:25,3,3,Sun,L,22,26,-4,,1.5,not covered,51.5,under
CIN,@,NYJ,2016,2016-09-11,9,11,1:05,1,1,Sun,W,23,22,1,,1,covered,42,over
IND,@,NYJ,2016,2016-12-05,12,5,8:30,13,12,Mon,W,41,10,31,,1,covered,48.5,over
DEN,@,OAK,2016,2016-11-06,11,6,8:30,9,9,Sun,L,20,30,-10,,1,not covered,44.5,over
DET,@,HOU,2016,2016-10-30,10,30,1:03,8,8,Sun,L,13,20,-7,,1,not covered,46.5,under
MIA,@,LAR,2016,2016-11-20,11,20,4:05,11,10,Sun,W,14,10,4,,1,covered,39,under
NYG,@,DAL,2016,2016-09-11,9,11,4:27,1,1,Sun,W,20,19,1,,1,covered,47.5,under
NYJ,@,BUF,2016,2016-09-15,9,15,8:26,2,2,Thu,W,37,31,6,,1,covered,40.5,over
OAK,@,TAM,2016,2016-10-30,10,30,1:02,8,8,Sun,W,30,24,6,OT,1,covered,48,over
OAK,@,DEN,2016,2017-01-01,1,1,4:25,17,16,Sun,L,6,24,-18,,1,not covered,40,under
SDG,@,CAR,2016,2016-12-11,12,11,1:00,14,13,Sun,L,16,28,-12,,1,not covered,48.5,under
TAM,@,SFO,2016,2016-10-23,10,23,4:05,7,6,Sun,W,34,17,17,,1,covered,45,over
HOU,@,NWE,2016,2016-09-22,9,22,8:26,3,3,Thu,L,0,27,-27,,0,not covered,38.5,under
SFO,@,CHI,2016,2016-12-04,12,4,1:00,13,12,Sun,L,6,26,-20,,0,not covered,44,under
CIN,@,NYG,2016,2016-11-14,11,14,8:30,10,9,Mon,L,20,21,-1,,-1,not covered,49.5,under
IND,@,JAX,2016,2016-10-02,10,2,9:35,4,4,Sun,L,27,30,-3,,-1,not covered,48,over
DAL,@,SFO,2016,2016-10-02,10,2,4:25,4,4,Sun,W,24,17,7,,-1,covered,44.5,under
KAN,@,HOU,2016,2016-09-18,9,18,1:02,2,2,Sun,L,12,19,-7,,-1,not covered,41.5,under
KAN,@,OAK,2016,2016-10-16,10,16,4:05,6,5,Sun,W,26,10,16,,-1,covered,46.5,under
PIT,@,BUF,2016,2016-12-11,12,11,1:00,14,13,Sun,W,27,20,7,,-1,covered,45.5,over
LAR,@,NYJ,2016,2016-11-13,11,13,1:00,10,9,Sun,W,9,6,3,,-1,covered,39,under
SEA,@,NYJ,2016,2016-10-02,10,2,1:03,4,4,Sun,W,27,17,10,,-1,covered,40,over
SEA,@,NOR,2016,2016-10-30,10,30,1:03,8,7,Sun,L,20,25,-5,,-1,not covered,50,under
WAS,@,DET,2016,2016-10-23,10,23,1:02,7,7,Sun,L,17,20,-3,,-1,not covered,50,under
GNB,@,MIN,2016,2016-09-18,9,18,8:32,2,2,Sun,L,14,17,-3,,-1.5,not covered,43,under
OAK,@,TEN,2016,2016-09-25,9,25,1:02,3,3,Sun,W,17,10,7,,-1.5,covered,47,under
ARI,@,MIA,2016,2016-12-11,12,11,1:00,14,13,Sun,L,23,26,-3,,-2,not covered,44,over
WAS,@,PHI,2016,2016-12-11,12,11,1:00,14,13,Sun,W,27,22,5,,-2,covered,48.5,over
BUF,@,LAR,2016,2016-10-09,10,9,4:25,5,5,Sun,W,30,19,11,,-2.5,covered,41.5,over
BUF,@,MIA,2016,2016-10-23,10,23,1:02,7,7,Sun,L,25,28,-3,,-2.5,not covered,46,over
CAR,@,ATL,2016,2016-10-02,10,2,1:04,4,4,Sun,L,33,48,-15,,-2.5,not covered,48.5,over
CAR,@,NOR,2016,2016-10-16,10,16,1:03,6,6,Sun,L,38,41,-3,,-2.5,not covered,53.5,over
CHI,@,TAM,2016,2016-11-13,11,13,1:00,10,9,Sun,L,10,36,-26,,-2.5,not covered,45,over
CIN,@,DAL,2016,2016-10-09,10,9,4:25,5,5,Sun,L,14,28,-14,,-2.5,not covered,46,under
MIA,@,NYJ,2016,2016-12-17,12,17,8:25,15,14,Sat,W,34,13,21,,-2.5,covered,40,over
MIN,@,TEN,2016,2016-09-11,9,11,1:05,1,1,Sun,W,25,16,9,,-2.5,covered,40,over
NYG,@,LAR,2016,2016-10-23,10,23,9:31,7,7,Sun,W,17,10,7,,-2.5,covered,44.5,under
NYJ,@,CLE,2016,2016-10-30,10,30,1:02,8,8,Sun,W,31,28,3,,-2.5,covered,45.5,over
PIT,@,WAS,2016,2016-09-12,9,12,7:11,1,1,Mon,W,38,16,22,,-2.5,covered,49,over
OAK,@,SDG,2016,2016-12-18,12,18,4:25,15,14,Sun,W,19,16,3,,-2.5,covered,49.5,under
LAR,@,SFO,2016,2016-09-12,9,12,10:20,1,1,Mon,L,0,28,-28,,-2.5,not covered,43,under
BAL,@,JAX,2016,2016-09-25,9,25,1:02,3,3,Sun,W,19,17,2,,-2.5,not covered,45,under
BAL,@,CIN,2016,2017-01-01,1,1,1:00,17,16,Sun,L,10,27,-17,,-2.5,not covered,40.5,under
SDG,@,HOU,2016,2016-11-27,11,27,1:00,12,11,Sun,W,21,13,8,,-2.5,covered,45.5,under
ATL,@,CAR,2016,2016-12-24,12,24,1:00,16,15,Sat,W,33,16,17,,-3,covered,49,push
CAR,@,DEN,2016,2016-09-08,9,8,8:40,1,1,Thu,L,20,21,-1,,-3,not covered,40.5,over
CAR,@,LAR,2016,2016-11-06,11,6,4:05,9,8,Sun,W,13,10,3,,-3,push,44.5,under
DAL,@,MIN,2016,2016-12-01,12,1,8:25,13,12,Thu,W,17,15,2,,-3,not covered,43.5,under
DEN,@,SDG,2016,2016-10-13,10,13,8:25,6,6,Thu,L,13,21,-8,,-3,not covered,44,under
DET,@,CHI,2016,2016-10-02,10,2,1:00,4,4,Sun,L,14,17,-3,,-3,not covered,48,under
GNB,@,TEN,2016,2016-11-13,11,13,1:00,10,9,Sun,L,25,47,-22,,-3,not covered,48.5,over
KAN,@,IND,2016,2016-10-30,10,30,1:02,8,7,Sun,W,30,14,16,,-3,covered,50.5,under
MIN,@,PHI,2016,2016-10-23,10,23,1:02,7,6,Sun,L,10,21,-11,,-3,not covered,39,under
MIN,@,JAX,2016,2016-12-11,12,11,1:00,14,13,Sun,W,25,16,9,,-3,covered,38,over
NWE,@,DEN,2016,2016-12-18,12,18,4:25,15,14,Sun,W,16,3,13,,-3,covered,43,under
PHI,@,WAS,2016,2016-10-16,10,16,1:03,6,5,Sun,L,20,27,-7,,-3,not covered,45,over
PIT,@,CIN,2016,2016-12-18,12,18,1:00,15,14,Sun,W,24,20,4,,-3,covered,45.5,under
SEA,@,GNB,2016,2016-12-11,12,11,4:25,14,13,Sun,L,10,38,-28,,-3,not covered,47,over
WAS,@,CHI,2016,2016-12-24,12,24,1:00,16,15,Sat,W,41,21,20,,-3,covered,49,over
BUF,@,NYJ,2016,2017-01-01,1,1,1:00,17,16,Sun,L,10,30,-20,,-3.5,not covered,43,under
ARI,@,SFO,2016,2016-10-06,10,6,8:27,5,5,Thu,W,33,21,12,,-3.5,covered,42.5,over
DAL,@,NYG,2016,2016-12-11,12,11,8:30,14,13,Sun,L,7,10,-3,,-3.5,not covered,47,under
DEN,@,TAM,2016,2016-10-02,10,2,4:05,4,4,Sun,W,27,7,20,,-3.5,covered,43,under
DEN,@,JAX,2016,2016-12-04,12,4,1:00,13,12,Sun,W,20,10,10,,-3.5,covered,38.5,under
GNB,@,JAX,2016,2016-09-11,9,11,1:04,1,1,Sun,W,27,23,4,,-3.5,covered,47,over
GNB,@,DET,2016,2017-01-01,1,1,8:30,17,16,Sun,W,31,24,7,,-3.5,covered,50,over
PHI,@,DET,2016,2016-10-09,10,9,1:02,5,4,Sun,L,23,24,-1,,-3.5,not covered,46,over
PIT,@,PHI,2016,2016-09-25,9,25,4:25,3,3,Sun,L,3,34,-31,,-3.5,not covered,46.5,under
PIT,@,BAL,2016,2016-11-06,11,6,1:00,9,8,Sun,L,14,21,-7,,-3.5,not covered,46,under
TEN,@,JAX,2016,2016-12-24,12,24,1:00,16,15,Sat,L,17,38,-21,,-4,not covered,44,over
BAL,@,CLE,2016,2016-09-18,9,18,1:02,2,2,Sun,W,25,20,5,,-4,covered,42,over
ATL,@,TAM,2016,2016-11-03,11,3,8:25,9,9,Thu,W,43,28,15,,-4.5,covered,49,over
ATL,@,LAR,2016,2016-12-11,12,11,4:25,14,13,Sun,W,42,14,28,,-4.5,covered,44,over
CIN,@,CLE,2016,2016-12-11,12,11,1:00,14,13,Sun,W,23,10,13,,-4.5,covered,42,under
GNB,@,CHI,2016,2016-12-18,12,18,1:00,15,14,Sun,W,30,27,3,,-4.5,not covered,40,over
MIN,@,CHI,2016,2016-10-31,10,31,8:31,8,7,Mon,L,10,20,-10,,-4.5,not covered,39.5,under
SDG,@,CLE,2016,2016-12-24,12,24,1:00,16,15,Sat,L,17,20,-3,,-4.5,not covered,45,under
ARI,@,BUF,2016,2016-09-25,9,25,1:02,3,3,Sun,L,18,33,-15,,-5,not covered,48,over
NOR,@,SFO,2016,2016-11-06,11,6,4:05,9,8,Sun,W,41,23,18,,-5,covered,53,over
SEA,@,TAM,2016,2016-11-27,11,27,4:05,12,11,Sun,L,5,14,-9,,-5,not covered,46,under
KAN,@,SDG,2016,2017-01-01,1,1,4:25,17,16,Sun,W,37,27,10,,-5.5,covered,45,over
NWE,@,BUF,2016,2016-10-30,10,30,1:02,8,8,Sun,W,41,25,16,,-5.5,covered,48,over
SEA,@,LAR,2016,2016-09-18,9,18,4:08,2,2,Sun,L,3,9,-6,,-5.5,not covered,38,under
NYG,@,CLE,2016,2016-11-27,11,27,1:00,12,11,Sun,W,27,13,14,,-6.5,covered,46.5,under
TEN,@,CHI,2016,2016-11-27,11,27,1:00,12,12,Sun,W,27,21,6,,-6.5,not covered,41.5,over
ARI,@,LAR,2016,2017-01-01,1,1,4:25,17,16,Sun,W,44,6,38,,-7,covered,39,over
DAL,@,CLE,2016,2016-11-06,11,6,1:00,9,8,Sun,W,35,10,25,,-7,covered,49,under
NWE,@,PIT,2016,2016-10-23,10,23,4:25,7,7,Sun,W,27,16,11,,-7.5,covered,49,under
NWE,@,MIA,2016,2017-01-01,1,1,1:00,17,16,Sun,W,35,14,21,,-7.5,covered,47,over
PIT,@,MIA,2016,2016-10-16,10,16,1:02,6,6,Sun,L,15,30,-15,,-7.5,not covered,49.5,under
PIT,@,CLE,2016,2016-11-20,11,20,1:00,11,10,Sun,W,24,9,15,,-8,covered,45.5,under
PIT,@,IND,2016,2016-11-24,11,24,8:30,12,11,Thu,W,28,7,21,,-8,covered,50,under
NWE,@,NYJ,2016,2016-11-27,11,27,4:25,12,11,Sun,W,22,17,5,,-8.5,not covered,48,under
NWE,@,CLE,2016,2016-10-09,10,9,1:02,5,5,Sun,W,33,13,20,,-10,covered,47.5,under
NWE,@,SFO,2016,2016-11-20,11,20,4:25,11,10,Sun,W,30,17,13,,-10.5,covered,51.5,under
SEA,@,SFO,2016,2017-01-01,1,1,4:25,17,16,Sun,W,25,23,2,,-11.5,not covered,45,over
CAR,@,NYJ,2017,2017-11-26,11,26,1:00,12,11,Sun,W,35,27,8,,-5.5,covered,39.5,over
MIA,@,NYJ,2017,2017-09-24,9,24,1:00,3,2,Sun,L,6,20,-14,,-5.5,not covered,43,under
NWE,@,NOR,2017,2017-09-17,9,17,1:00,2,2,Sun,W,36,20,16,,-5.5,covered,55,over
TEN,@,CLE,2017,2017-10-22,10,22,1:00,7,7,Sun,W,12,9,3,OT,-5.5,not covered,42.5,under
LAR,@,NYG,2017,2017-11-05,11,5,1:00,9,8,Sun,W,51,17,34,,-5.5,covered,42.5,over
LAR,@,TEN,2017,2017-12-24,12,24,1:00,16,15,Sun,W,27,23,4,,-5.5,not covered,46,over
JAX,@,ARI,2017,2017-11-26,11,26,4:25,12,11,Sun,L,24,27,-3,,-6,not covered,37.5,over
NOR,@,TAM,2017,2017-12-31,12,31,4:25,17,16,Sun,L,24,31,-7,,-6,not covered,49,over
PHI,@,DAL,2017,2017-11-19,11,19,8:30,11,10,Sun,W,37,9,28,,-6,covered,48,under
SEA,@,ARI,2017,2017-11-09,11,9,8:25,10,9,Thu,W,22,16,6,,-6,push,40,under
SFO,@,LAR,2017,2017-12-31,12,31,4:25,17,16,Sun,W,34,13,21,,-6,covered,44.5,over
ATL,@,CHI,2017,2017-09-10,9,10,1:00,1,1,Sun,W,23,17,6,,-6.5,not covered,48,under
ATL,@,NYJ,2017,2017-10-29,10,29,1:00,8,7,Sun,W,25,20,5,,-6.5,not covered,43.5,over
DAL,@,SFO,2017,2017-10-22,10,22,4:05,7,6,Sun,W,40,10,30,,-6.5,covered,48,over
BAL,@,CLE,2017,2017-12-17,12,17,1:00,15,14,Sun,W,27,10,17,,-6.5,covered,42,under
ATL,@,TAM,2017,2017-12-18,12,18,8:30,15,14,Mon,W,24,21,3,,-7,not covered,49.5,under
ARI,@,IND,2017,2017-09-17,9,17,1:00,2,2,Sun,W,16,13,3,OT,-7,not covered,44,under
NWE,@,DEN,2017,2017-11-12,11,12,8:30,10,9,Sun,W,41,16,25,,-7,covered,45,over
NWE,@,OAK,2017,2017-11-19,11,19,4:25,11,10,Sun,W,33,8,25,,-7,covered,55,under
PIT,@,CHI,2017,2017-09-24,9,24,1:00,3,3,Sun,L,17,23,-6,OT,-7,not covered,43.5,under
SEA,@,SFO,2017,2017-11-26,11,26,4:05,12,11,Sun,W,24,13,11,,-7,covered,45,under
JAX,@,CLE,2017,2017-11-19,11,19,1:00,11,10,Sun,W,19,7,12,,-7.5,covered,37,under
NWE,@,BUF,2017,2017-12-03,12,3,1:00,13,12,Sun,W,23,3,20,,-7.5,covered,48.5,under
PHI,@,NYG,2017,2017-12-17,12,17,1:00,15,14,Sun,W,34,29,5,,-7.5,not covered,40.5,over
LAR,@,ARI,2017,2017-12-03,12,3,4:25,13,12,Sun,W,32,16,16,,-7.5,covered,43,over
LAC,@,NYJ,2017,2017-12-24,12,24,1:00,16,15,Sun,W,14,7,7,,-7.5,not covered,42.5,under
PIT,@,HOU,2017,2017-12-25,12,25,4:30,16,15,Mon,W,34,6,28,,-8,covered,45.5,under
MIN,@,GNB,2017,2017-12-23,12,23,8:30,16,15,Sat,W,16,0,16,,-8.5,covered,41,under
NWE,@,NYJ,2017,2017-10-15,10,15,1:00,6,6,Sun,W,24,17,7,,-9,not covered,48.5,under
KAN,@,NYG,2017,2017-11-19,11,19,1:00,11,10,Sun,L,9,12,-3,OT,-10,not covered,44.5,under
PIT,@,CLE,2017,2017-09-10,9,10,1:00,1,1,Sun,W,21,18,3,,-10,not covered,47,under
NWE,@,MIA,2017,2017-12-11,12,11,8:30,14,13,Mon,L,20,27,-7,,-10.5,not covered,48,under
PIT,@,IND,2017,2017-11-12,11,12,1:00,10,9,Sun,W,20,17,3,,-10.5,not covered,47,under
MIN,@,CLE,2017,2017-10-29,10,29,9:30,8,8,Sun,W,33,16,17,,-11,covered,38.5,over
GNB,@,CLE,2017,2017-12-10,12,10,1:00,14,13,Sun,W,27,21,6,OT,-2.5,covered,38.5,over
MIN,@,DET,2017,2017-11-23,11,23,12:30,12,11,Thu,W,30,23,7,,-2.5,covered,46,over
MIN,@,CAR,2017,2017-12-10,12,10,1:00,14,13,Sun,L,24,31,-7,,-2.5,not covered,40.5,over
NWE,@,PIT,2017,2017-12-17,12,17,4:25,15,14,Sun,W,27,24,3,,-2.5,covered,52.5,under
TEN,@,HOU,2017,2017-10-01,10,1,1:00,4,4,Sun,L,14,57,-43,,-2.5,not covered,43,over
TEN,@,ARI,2017,2017-12-10,12,10,4:05,14,13,Sun,L,7,12,-5,,-2.5,not covered,42,under
BAL,@,GNB,2017,2017-11-19,11,19,1:00,11,10,Sun,W,23,0,23,,-2.5,covered,38.5,under
TAM,@,ARI,2017,2017-10-15,10,15,4:05,6,5,Sun,L,33,38,-5,,-2.5,not covered,46.5,over
ATL,@,DET,2017,2017-09-24,9,24,1:00,3,3,Sun,W,30,26,4,,-3,covered,51,over
ATL,@,CAR,2017,2017-11-05,11,5,1:00,9,8,Sun,L,17,20,-3,,-3,not covered,42,under
BUF,@,NYJ,2017,2017-11-02,11,2,8:25,9,8,Thu,L,21,34,-13,,-3,not covered,42,over
CIN,@,CLE,2017,2017-10-01,10,1,1:00,4,4,Sun,W,31,7,24,,-3,covered,41.5,under
DAL,@,ARI,2017,2017-09-25,9,25,8:30,3,3,Mon,W,28,17,11,,-3,covered,46.5,under
DAL,@,WAS,2017,2017-10-29,10,29,4:25,8,7,Sun,W,33,19,14,,-3,covered,46.5,over
DAL,@,OAK,2017,2017-12-17,12,17,8:30,15,14,Sun,W,20,17,3,,-3,push,46,under
DEN,@,IND,2017,2017-12-14,12,14,8:25,15,14,Thu,W,25,13,12,,-3,covered,40.5,under
DET,@,CHI,2017,2017-11-19,11,19,1:00,11,10,Sun,W,27,24,3,,-3,push,41,over
GNB,@,MIN,2017,2017-10-15,10,15,1:00,6,6,Sun,L,10,23,-13,,-3,not covered,46,under
JAX,@,IND,2017,2017-10-22,10,22,1:00,7,7,Sun,W,27,0,27,,-3,covered,41,under
KAN,@,LAC,2017,2017-09-24,9,24,4:25,3,3,Sun,W,24,10,14,,-3,covered,47.5,under
KAN,@,OAK,2017,2017-10-19,10,19,8:25,7,7,Thu,L,30,31,-1,,-3,not covered,46.5,over
NYG,@,SFO,2017,2017-11-12,11,12,4:25,10,9,Sun,L,21,31,-10,,-3,not covered,41.5,over
TEN,@,IND,2017,2017-11-26,11,26,1:00,12,11,Sun,W,20,16,4,,-3,covered,46.5,under
PIT,@,DET,2017,2017-10-29,10,29,8:30,8,8,Sun,W,20,15,5,,-3,covered,44.5,under
OAK,@,MIA,2017,2017-11-05,11,5,8:30,9,9,Sun,W,27,24,3,,-3,push,44.5,over
LAR,@,SFO,2017,2017-09-21,9,21,8:25,3,3,Thu,W,41,39,2,,-3,not covered,40.5,over
BAL,@,JAX,2017,2017-09-24,9,24,9:30,3,3,Sun,L,7,44,-37,,-3,not covered,38,over
DAL,@,PHI,2017,2017-12-31,12,31,1:00,17,16,Sun,W,6,0,6,,-3.5,covered,41,under
DEN,@,BUF,2017,2017-09-24,9,24,1:00,3,3,Sun,L,16,26,-10,,-3.5,not covered,40,over
DET,@,CIN,2017,2017-12-24,12,24,1:00,16,15,Sun,L,17,26,-9,,-3.5,not covered,43.5,under
MIN,@,CHI,2017,2017-10-09,10,9,8:30,5,5,Mon,W,20,17,3,,-3.5,not covered,41,under
NOR,@,GNB,2017,2017-10-22,10,22,1:00,7,6,Sun,W,26,17,9,,-3.5,covered,45.5,under
NWE,@,TAM,2017,2017-10-05,10,5,8:25,5,5,Thu,W,19,14,5,,-3.5,covered,54.5,under
PHI,@,SEA,2017,2017-12-03,12,3,8:30,13,12,Sun,L,10,24,-14,,-3.5,not covered,46.5,under
PIT,@,BAL,2017,2017-10-01,10,1,1:00,4,4,Sun,W,26,9,17,,-3.5,covered,42,under
OAK,@,WAS,2017,2017-09-24,9,24,8:30,3,3,Sun,L,10,27,-17,,-3.5,not covered,53.5,under
DAL,@,NYG,2017,2017-12-10,12,10,1:00,14,13,Sun,W,30,10,20,,-4,covered,42,under
JAX,@,NYJ,2017,2017-10-01,10,1,1:00,4,4,Sun,L,20,23,-3,OT,-4,not covered,38.5,over
JAX,@,SFO,2017,2017-12-24,12,24,4:05,16,15,Sun,L,33,44,-11,,-4,not covered,43,over
KAN,@,NYJ,2017,2017-12-03,12,3,1:00,13,12,Sun,L,31,38,-7,,-4,not covered,44,over
NOR,@,MIA,2017,2017-10-01,10,1,9:30,4,4,Sun,W,20,0,20,,-4,covered,51.5,under
SEA,@,NYG,2017,2017-10-22,10,22,4:25,7,6,Sun,W,24,7,17,,-4,covered,39,under
CAR,@,SFO,2017,2017-09-10,9,10,4:25,1,1,Sun,W,23,3,20,,-4.5,covered,45.5,under
PIT,@,CIN,2017,2017-12-04,12,4,8:30,13,12,Mon,W,23,20,3,,-4.5,not covered,42.5,over
WAS,@,NYG,2017,2017-12-31,12,31,1:00,17,16,Sun,L,10,18,-8,,-4.5,not covered,41,under
ARI,@,HOU,2017,2017-11-19,11,19,1:00,11,10,Sun,L,21,31,-10,,2.5,not covered,38,over
DET,@,MIN,2017,2017-10-01,10,1,1:00,4,4,Sun,W,14,7,7,,2.5,covered,43,under
DET,@,BAL,2017,2017-12-03,12,3,1:00,13,12,Sun,L,20,44,-24,,2.5,not covered,43,over
GNB,@,DAL,2017,2017-10-08,10,8,4:25,5,5,Sun,W,35,31,4,,2.5,covered,52,over
JAX,@,TEN,2017,2017-12-31,12,31,4:25,17,16,Sun,L,10,15,-5,,2.5,not covered,40,under
KAN,@,DAL,2017,2017-11-05,11,5,4:25,9,9,Sun,L,17,28,-11,,2.5,not covered,53,under
NOR,@,LAR,2017,2017-11-26,11,26,4:25,12,11,Sun,L,20,26,-6,,2.5,not covered,54,under
NOR,@,ATL,2017,2017-12-07,12,7,8:25,14,13,Thu,L,17,20,-3,,2.5,not covered,51.5,under
NYG,@,TAM,2017,2017-10-01,10,1,4:05,4,4,Sun,L,23,25,-2,,2.5,covered,45.5,over
TEN,@,SFO,2017,2017-12-17,12,17,4:25,15,14,Sun,L,23,25,-2,,2.5,covered,44.5,over
OAK,@,TEN,2017,2017-09-10,9,10,1:00,1,1,Sun,W,26,16,10,,2.5,covered,49.5,under
BAL,@,CIN,2017,2017-09-10,9,10,1:00,1,1,Sun,W,20,0,20,,2.5,covered,41.5,under
SEA,@,GNB,2017,2017-09-10,9,10,4:25,1,1,Sun,L,9,17,-8,,2.5,not covered,49.5,under
SFO,@,CHI,2017,2017-12-03,12,3,1:00,13,12,Sun,W,15,14,1,,2.5,covered,42,under
CAR,@,DET,2017,2017-10-08,10,8,1:00,5,5,Sun,W,27,24,3,,2,covered,42,over
MIN,@,ATL,2017,2017-12-03,12,3,1:00,13,12,Sun,W,14,9,5,,2,covered,48.5,under
PHI,@,LAC,2017,2017-10-01,10,1,4:05,4,4,Sun,W,26,24,2,,2,covered,48,over
OAK,@,BUF,2017,2017-10-29,10,29,1:00,8,8,Sun,L,14,34,-20,,2,not covered,47,over
SEA,@,TEN,2017,2017-09-24,9,24,4:05,3,3,Sun,L,27,33,-6,,2,not covered,42,over
SEA,@,LAR,2017,2017-10-08,10,8,4:05,5,5,Sun,W,16,10,6,,2,covered,47,under
CAR,@,TAM,2017,2017-10-29,10,29,1:00,8,8,Sun,W,17,3,14,,1.5,covered,46,under
NYJ,@,TAM,2017,2017-11-12,11,12,1:00,10,10,Sun,L,10,15,-5,,1,not covered,44.5,under
PHI,@,LAR,2017,2017-12-10,12,10,4:25,14,13,Sun,W,43,35,8,,1,covered,47.5,over
LAR,@,JAX,2017,2017-10-15,10,15,4:05,6,6,Sun,W,27,17,10,,1,covered,42,over
LAR,@,MIN,2017,2017-11-19,11,19,1:00,11,10,Sun,L,7,24,-17,,1,not covered,46,under
LAC,@,KAN,2017,2017-12-16,12,16,8:25,15,14,Sat,L,13,30,-17,,1,not covered,47,under
SFO,@,IND,2017,2017-10-08,10,8,1:00,5,5,Sun,L,23,26,-3,OT,1,not covered,43.5,over
SFO,@,HOU,2017,2017-12-10,12,10,1:00,14,13,Sun,W,26,16,10,,1,covered,45.5,under
DET,@,TAM,2017,2017-12-10,12,10,1:00,14,13,Sun,W,24,21,3,,0,covered,47.5,under
TEN,@,MIA,2017,2017-10-08,10,8,1:00,5,5,Sun,L,10,16,-6,,0,not covered,41.5,under
TAM,@,MIN,2017,2017-09-24,9,24,1:00,3,2,Sun,L,17,34,-17,,0,not covered,41,over
ATL,@,SEA,2017,2017-11-20,11,20,8:30,11,10,Mon,W,34,31,3,,-1,covered,46,over
CLE,@,IND,2017,2017-09-24,9,24,1:00,3,3,Sun,L,28,31,-3,,-1,not covered,42,over
DEN,@,LAC,2017,2017-10-22,10,22,4:25,7,6,Sun,L,0,21,-21,,-1,not covered,41,under
DEN,@,MIA,2017,2017-12-03,12,3,1:00,13,12,Sun,L,9,35,-26,,-1,not covered,41,over
MIN,@,WAS,2017,2017-11-12,11,12,1:00,10,9,Sun,W,38,30,8,,-1,covered,43,over
