Team1,symbol,Team2,Year,Date,MonthNo,DayNum,Time,Week,Game,Weekday,Team1WL,Team1Pts,Team2Pts,Margin,OT,Spread,vsLine,OU,OU Result
BAL,vs,CIN,2015,2015-09-27,9,27,1:02,3,3,Sun,L,24,28,-4,,-2.5,not covered,44.5,over
SEA,vs,CHI,2015,2015-09-27,9,27,4:26,3,3,Sun,W,26,0,26,,-14.5,covered,43.5,under
SEA,vs,CLE,2015,2015-12-20,12,20,4:06,15,14,Sun,W,30,13,17,,-14,covered,43,push
NWE,vs,TEN,2015,2015-12-20,12,20,1:02,15,14,Sun,W,33,16,17,,-14,covered,46.5,over
NWE,vs,WAS,2015,2015-11-08,11,8,1:02,9,8,Sun,W,27,10,17,,-14,covered,52,under
NWE,vs,JAX,2015,2015-09-27,9,27,1:06,3,3,Sun,W,51,17,34,,-13.5,covered,49,over
SEA,vs,SFO,2015,2015-11-22,11,22,4:27,11,10,Sun,W,29,13,16,,-13.5,covered,40,over
SEA,vs,STL,2015,2015-12-27,12,27,4:26,16,15,Sun,L,17,23,-6,,-12,not covered,40,push
CIN,vs,CLE,2015,2015-11-05,11,5,8:25,9,9,Thu,W,31,10,21,,-11,covered,45,under
KAN,vs,CLE,2015,2015-12-27,12,27,1:03,16,15,Sun,W,17,13,4,,-10.5,not covered,42.5,under
GNB,vs,DET,2015,2015-11-15,11,15,1:04,10,9,Sun,L,16,18,-2,,-10.5,not covered,49.5,under
CIN,vs,HOU,2015,2015-11-16,11,16,8:30,10,9,Mon,L,6,10,-4,,-10.5,not covered,47,under
GNB,vs,SDG,2015,2015-10-18,10,18,4:25,6,6,Sun,W,27,20,7,,-10.5,not covered,51,under
KAN,vs,SDG,2015,2015-12-13,12,13,1:03,14,13,Sun,W,10,3,7,,-10.5,not covered,44,under
DEN,vs,SDG,2015,2016-01-03,1,3,4:25,17,16,Sun,W,27,20,7,,-10,not covered,41.5,over
NOR,vs,TAM,2015,2015-09-20,9,20,1:02,2,2,Sun,L,19,26,-7,,-10,not covered,47.5,under
CAR,vs,TAM,2015,2016-01-03,1,3,4:25,17,16,Sun,W,38,10,28,,-10,covered,46,over
SEA,vs,DET,2015,2015-10-05,10,5,8:31,4,4,Mon,W,13,10,3,,-9.5,not covered,43,under
IND,vs,JAX,2015,2015-10-04,10,4,1:02,4,4,Sun,W,16,13,3,OT,-9.5,not covered,48,under
CAR,vs,NOR,2015,2015-09-27,9,27,1:03,3,3,Sun,W,27,22,5,,-9.5,not covered,43.5,over
CIN,vs,BAL,2015,2016-01-03,1,3,1:02,17,16,Sun,W,24,16,8,,-9.5,not covered,41.5,under
DET,vs,SFO,2015,2015-12-27,12,27,1:03,16,15,Sun,W,32,17,15,,-9.5,covered,42,over
KAN,vs,CHI,2015,2015-10-11,10,11,1:02,5,5,Sun,L,17,18,-1,,-9,not covered,45,under
GNB,vs,STL,2015,2015-10-11,10,11,1:02,5,5,Sun,W,24,10,14,,-9,covered,45.5,under
GNB,vs,CHI,2015,2015-11-26,11,26,8:30,12,11,Thu,L,13,17,-4,,-8.5,not covered,44.5,under
ARI,vs,MIN,2015,2015-12-10,12,10,8:25,14,13,Thu,W,23,20,3,,-8.5,not covered,46.5,under
CIN,vs,STL,2015,2015-11-29,11,29,1:02,12,11,Sun,W,31,7,24,,-8.5,covered,42,under
NYJ,vs,JAX,2015,2015-11-08,11,8,1:02,9,8,Sun,W,28,23,5,,-8,not covered,42,over
NWE,vs,PHI,2015,2015-12-06,12,6,4:25,13,12,Sun,L,28,35,-7,,-8,not covered,49,over
ARI,vs,BAL,2015,2015-10-26,10,26,8:30,7,7,Mon,W,26,18,8,,-8,not covered,49,under
CAR,vs,ATL,2015,2015-12-13,12,13,1:03,14,13,Sun,W,38,0,38,,-7.5,covered,46.5,under
PIT,vs,IND,2015,2015-12-06,12,6,8:30,13,12,Sun,W,45,10,35,,-7.5,covered,49,over
NWE,vs,MIA,2015,2015-10-29,10,29,8:26,8,7,Thu,W,36,7,29,,-7.5,covered,50.5,under
NWE,vs,NYJ,2015,2015-10-25,10,25,1:02,7,6,Sun,W,30,23,7,,-7.5,not covered,47.5,over
NOR,vs,TEN,2015,2015-11-08,11,8,1:02,9,8,Sun,L,28,34,-6,OT,-7.5,not covered,48,over
STL,vs,SFO,2015,2015-11-01,11,1,1:00,8,8,Sun,W,27,6,21,,-7.5,covered,39.5,under
NWE,vs,BUF,2015,2015-11-23,11,23,8:30,11,10,Mon,W,20,13,7,,-7,not covered,48,under
SEA,vs,CAR,2015,2015-10-18,10,18,4:06,6,5,Sun,L,23,27,-4,,-7,not covered,40.5,over
SDG,vs,CLE,2015,2015-10-04,10,4,4:05,4,4,Sun,W,30,27,3,,-7,not covered,44.5,over
DEN,vs,MIN,2015,2015-10-04,10,4,4:25,4,4,Sun,W,23,20,3,,-7,not covered,42.5,over
MIN,vs,NYG,2015,2015-12-27,12,27,8:30,16,15,Sun,W,49,17,32,,-7,covered,44.5,over
IND,vs,NYJ,2015,2015-09-21,9,21,8:30,2,2,Mon,L,7,20,-13,,-7,not covered,46.5,under
NYJ,vs,TEN,2015,2015-12-13,12,13,1:02,14,13,Sun,W,30,8,22,,-7,covered,43,under
NWE,vs,PIT,2015,2015-09-10,9,10,8:40,1,1,Thu,W,28,21,7,,-7,not covered,52,under
KAN,vs,OAK,2015,2016-01-03,1,3,4:26,17,16,Sun,W,23,17,6,,-7,not covered,43,under
ARI,vs,STL,2015,2015-10-04,10,4,4:25,4,4,Sun,L,22,24,-2,,-7,not covered,44,over
ATL,vs,TAM,2015,2015-11-01,11,1,1:02,8,7,Sun,L,20,23,-3,OT,-7,not covered,48.5,under
ATL,vs,WAS,2015,2015-10-11,10,11,1:02,5,5,Sun,W,25,19,6,OT,-7,not covered,48,under
NYJ,vs,WAS,2015,2015-10-18,10,18,1:02,6,6,Sun,W,34,20,14,,-7,covered,40.5,over
CAR,vs,WAS,2015,2015-11-22,11,22,1:02,11,10,Sun,W,44,16,28,,-7,covered,44.5,over
STL,vs,CHI,2015,2015-11-15,11,15,1:00,10,9,Sun,L,13,37,-24,,-6.5,not covered,42.5,over
STL,vs,CLE,2015,2015-10-25,10,25,1:00,7,7,Sun,W,24,6,18,,-6.5,covered,41.5,under
CAR,vs,IND,2015,2015-11-02,11,2,8:30,8,8,Mon,W,29,26,3,OT,-6.5,not covered,46.5,over
GNB,vs,DAL,2015,2015-12-13,12,13,4:25,14,13,Sun,W,28,7,21,,-6.5,covered,42.5,under
BUF,vs,DAL,2015,2015-12-27,12,27,1:02,16,15,Sun,W,16,6,10,,-6.5,covered,42,under
HOU,vs,JAX,2015,2016-01-03,1,3,1:02,17,16,Sun,W,30,6,24,,-6.5,covered,45.5,under
DEN,vs,OAK,2015,2015-12-13,12,13,4:05,14,13,Sun,L,12,15,-3,,-6.5,not covered,43.5,under
ARI,vs,SEA,2015,2016-01-03,1,3,4:25,17,16,Sun,L,6,36,-30,,-6.5,not covered,47,under
PIT,vs,SFO,2015,2015-09-20,9,20,1:02,2,2,Sun,W,43,18,25,,-6.5,covered,45.5,over
ARI,vs,SFO,2015,2015-09-27,9,27,4:05,3,3,Sun,W,47,7,40,,-6.5,covered,45,over
NYG,vs,SFO,2015,2015-10-11,10,11,8:31,5,5,Sun,W,30,27,3,,-6.5,not covered,43,over
CHI,vs,SFO,2015,2015-12-06,12,6,1:02,13,12,Sun,L,20,26,-6,OT,-6.5,not covered,43.5,over
HOU,vs,TAM,2015,2015-09-27,9,27,1:03,3,3,Sun,W,19,9,10,,-6.5,covered,40.5,under
BAL,vs,CLE,2015,2015-10-11,10,11,1:02,5,5,Sun,L,30,33,-3,OT,-6,not covered,42.5,over
PIT,vs,CLE,2015,2015-11-15,11,15,1:04,10,10,Sun,W,30,9,21,,-6,covered,41.5,under
PIT,vs,DEN,2015,2015-12-20,12,20,4:25,15,14,Sun,W,34,27,7,,-6,covered,45,over
ATL,vs,HOU,2015,2015-10-04,10,4,1:02,4,4,Sun,W,48,21,27,,-6,covered,47,over
GNB,vs,KAN,2015,2015-09-28,9,28,8:30,3,3,Mon,W,38,28,10,,-6,covered,49,over
PHI,vs,MIA,2015,2015-11-15,11,15,1:05,10,9,Sun,L,19,20,-1,,-6,not covered,49.5,under
PHI,vs,NOR,2015,2015-10-11,10,11,1:04,5,5,Sun,W,39,17,22,,-6,covered,49.5,over
DAL,vs,NYG,2015,2015-09-13,9,13,8:31,1,1,Sun,W,27,26,1,,-6,not covered,51.5,over
OAK,vs,SDG,2015,2015-12-24,12,24,8:26,16,15,Thu,W,23,20,3,OT,-6,not covered,46.5,under
PHI,vs,TAM,2015,2015-11-22,11,22,1:02,11,10,Sun,L,17,45,-28,,-6,not covered,44.5,over
KAN,vs,BUF,2015,2015-11-29,11,29,1:03,12,11,Sun,W,30,22,8,,-5.5,covered,41.5,over
MIN,vs,CHI,2015,2015-12-20,12,20,1:02,15,14,Sun,W,38,17,21,,-5.5,covered,43,over
ATL,vs,NOR,2015,2016-01-03,1,3,1:02,17,16,Sun,L,17,20,-3,,-5.5,not covered,52.5,under
BUF,vs,NYG,2015,2015-10-04,10,4,1:02,4,4,Sun,L,10,24,-14,,-5.5,not covered,45.5,under
PHI,vs,DAL,2015,2015-09-20,9,20,4:25,2,2,Sun,L,10,20,-10,,-5,not covered,55,under
BAL,vs,JAX,2015,2015-11-15,11,15,1:05,10,9,Sun,L,20,22,-2,,-5,not covered,47.5,under
NWE,vs,NYJ,2016,2016-12-24,12,24,1:00,16,15,Sat,W,41,3,38,,-17,covered,45,under
SEA,vs,LAR,2016,2016-12-15,12,15,8:25,15,14,Thu,W,24,3,21,,-15,covered,39.5,under
ARI,vs,SFO,2016,2016-11-13,11,13,4:25,10,9,Sun,W,23,20,3,,-13.5,not covered,46.5,under
ATL,vs,SFO,2016,2016-12-18,12,18,4:05,15,14,Sun,W,41,13,28,,-13.5,covered,51.5,over
NWE,vs,LAR,2016,2016-12-04,12,4,1:00,13,12,Sun,W,26,10,16,,-13,covered,44.5,under
CAR,vs,SFO,2016,2016-09-18,9,18,1:03,2,2,Sun,W,46,27,19,,-12,covered,44.5,over
CIN,vs,CLE,2016,2016-10-23,10,23,1:02,7,7,Sun,W,31,17,14,,-11,covered,46.5,over
BUF,vs,CLE,2016,2016-12-18,12,18,1:00,15,14,Sun,W,33,13,20,,-10.5,covered,43,over
SEA,vs,MIA,2016,2016-09-11,9,11,4:08,1,1,Sun,W,12,10,2,,-10.5,not covered,43.5,under
SEA,vs,SFO,2016,2016-09-25,9,25,4:05,3,3,Sun,W,37,18,19,,-10.5,covered,42,over
MIA,vs,CLE,2016,2016-09-25,9,25,1:02,3,3,Sun,W,30,24,6,OT,-10,not covered,42,over
PIT,vs,NYJ,2016,2016-10-09,10,9,1:02,5,5,Sun,W,31,13,18,,-10,covered,50,under
ARI,vs,LAR,2016,2016-10-02,10,2,4:25,4,4,Sun,L,13,17,-4,,-10,not covered,43.5,under
SEA,vs,ARI,2016,2016-12-24,12,24,4:25,16,15,Sat,L,31,34,-3,,-9,not covered,43.5,over
ARI,vs,NWE,2016,2016-09-11,9,11,8:30,1,1,Sun,L,21,23,-2,,-9,not covered,44.5,under
WAS,vs,NYG,2016,2017-01-01,1,1,4:25,17,16,Sun,L,10,19,-9,,-9,not covered,47.5,under
DEN,vs,HOU,2016,2016-10-24,10,24,8:30,7,7,Mon,W,27,9,18,,-8.5,covered,40,under
BUF,vs,JAX,2016,2016-11-27,11,27,1:00,12,11,Sun,W,28,21,7,,-8.5,not covered,43.5,over
SEA,vs,CAR,2016,2016-12-04,12,4,8:30,13,12,Sun,W,40,7,33,,-8,covered,43.5,over
NOR,vs,LAR,2016,2016-11-27,11,27,1:00,12,11,Sun,W,49,21,28,,-8,covered,45,over
GNB,vs,CHI,2016,2016-10-20,10,20,8:26,7,7,Thu,W,26,10,16,,-7.5,covered,46.5,under
DET,vs,CHI,2016,2016-12-11,12,11,1:00,14,13,Sun,W,20,17,3,,-7.5,not covered,42,under
NWE,vs,CIN,2016,2016-10-16,10,16,1:02,6,6,Sun,W,35,17,18,,-7.5,covered,48,over
WAS,vs,CLE,2016,2016-10-02,10,2,1:05,4,4,Sun,W,31,20,11,,-7.5,covered,48,over
TEN,vs,CLE,2016,2016-10-16,10,16,1:02,6,6,Sun,W,28,26,2,,-7.5,not covered,44.5,over
BAL,vs,CLE,2016,2016-11-10,11,10,8:25,10,10,Thu,W,28,7,21,,-7.5,covered,44,under
GNB,vs,IND,2016,2016-11-06,11,6,4:25,9,9,Sun,L,26,31,-5,,-7.5,not covered,52,over
CIN,vs,MIA,2016,2016-09-29,9,29,8:26,4,4,Thu,W,22,7,15,,-7.5,covered,46,under
ATL,vs,NOR,2016,2017-01-01,1,1,4:25,17,16,Sun,W,38,32,6,,-7.5,not covered,58.5,over
NWE,vs,SEA,2016,2016-11-13,11,13,8:30,10,9,Sun,L,24,31,-7,,-7.5,not covered,49.5,over
BUF,vs,SFO,2016,2016-10-16,10,16,1:02,6,6,Sun,W,45,16,29,,-7.5,covered,44,over
MIA,vs,SFO,2016,2016-11-27,11,27,1:00,12,11,Sun,W,31,24,7,,-7.5,not covered,44.5,over
ARI,vs,TAM,2016,2016-09-18,9,18,1:05,2,2,Sun,W,40,7,33,,-7.5,covered,49.5,under
SEA,vs,ATL,2016,2016-10-16,10,16,4:26,6,6,Sun,W,26,24,2,,-7,not covered,45.5,over
WAS,vs,CAR,2016,2016-12-19,12,19,8:30,15,14,Mon,L,15,26,-11,,-7,not covered,50.5,under
NYG,vs,CHI,2016,2016-11-20,11,20,1:00,11,10,Sun,W,22,16,6,,-7,not covered,41.5,under
KAN,vs,JAX,2016,2016-11-06,11,6,1:00,9,8,Sun,W,19,14,5,,-7,not covered,42.5,under
KAN,vs,NOR,2016,2016-10-23,10,23,1:03,7,6,Sun,W,27,21,6,,-7,not covered,51.5,under
GNB,vs,NYG,2016,2016-10-09,10,9,8:30,5,5,Sun,W,23,16,7,,-7,not covered,49,under
ARI,vs,NYJ,2016,2016-10-17,10,17,8:30,6,6,Mon,W,28,3,25,,-7,covered,45.5,under
DAL,vs,BAL,2016,2016-11-20,11,20,1:00,11,10,Sun,W,27,17,10,,-7,covered,44.5,under
KAN,vs,TAM,2016,2016-11-20,11,20,1:00,11,10,Sun,L,17,19,-2,,-7,not covered,45,under
DAL,vs,TAM,2016,2016-12-18,12,18,8:30,15,14,Sun,W,26,20,6,,-7,not covered,47.5,under
DAL,vs,CHI,2016,2016-09-25,9,25,8:31,3,3,Sun,W,31,17,14,,-6.5,covered,44.5,over
PHI,vs,DAL,2016,2017-01-01,1,1,1:00,17,16,Sun,W,27,13,14,,-6.5,covered,44,under
NOR,vs,DET,2016,2016-12-04,12,4,1:00,13,12,Sun,L,13,28,-15,,-6.5,not covered,53,under
DAL,vs,DET,2016,2016-12-26,12,26,8:30,16,15,Mon,W,42,21,21,,-6.5,covered,46.5,over
OAK,vs,HOU,2016,2016-11-21,11,21,8:30,11,10,Mon,W,27,20,7,,-6.5,covered,45.5,over
GNB,vs,HOU,2016,2016-12-04,12,4,1:00,13,12,Sun,W,21,13,8,,-6.5,covered,44.5,under
IND,vs,HOU,2016,2016-12-11,12,11,1:00,14,13,Sun,L,17,22,-5,,-6.5,not covered,47.5,under
PIT,vs,NYG,2016,2016-12-04,12,4,4:25,13,12,Sun,W,24,14,10,,-6.5,covered,49.5,under
SEA,vs,PHI,2016,2016-11-20,11,20,4:25,11,10,Sun,W,26,15,11,,-6.5,covered,42.5,under
KAN,vs,SDG,2016,2016-09-11,9,11,1:05,1,1,Sun,W,33,27,6,OT,-6.5,not covered,45.5,over
MIN,vs,CHI,2016,2017-01-01,1,1,1:00,17,16,Sun,W,38,10,28,,-6,covered,44,over
DEN,vs,IND,2016,2016-09-18,9,18,4:25,2,2,Sun,W,34,20,14,,-6,covered,47,over
GNB,vs,DET,2016,2016-09-25,9,25,1:02,3,3,Sun,W,34,27,7,,-6,covered,47.5,over
MIN,vs,HOU,2016,2016-10-09,10,9,1:05,5,5,Sun,W,31,13,18,,-6,covered,39,over
CAR,vs,MIN,2016,2016-09-25,9,25,1:02,3,3,Sun,L,10,22,-12,,-6,not covered,43,under
GNB,vs,MIN,2016,2016-12-24,12,24,1:00,16,15,Sat,W,38,25,13,,-6,covered,44.5,over
DET,vs,TEN,2016,2016-09-18,9,18,1:02,2,2,Sun,L,15,16,-1,,-6,not covered,48,under
KAN,vs,TEN,2016,2016-12-18,12,18,1:00,15,14,Sun,L,17,19,-2,,-6,not covered,43,under
NWE,vs,BAL,2016,2016-12-12,12,12,8:30,14,13,Mon,W,30,23,7,,-6,covered,45,over
LAR,vs,SFO,2016,2016-12-24,12,24,4:25,16,15,Sat,L,21,22,-1,,-6,not covered,39.5,over
CAR,vs,TAM,2016,2016-10-10,10,10,8:04,5,5,Mon,L,14,17,-3,,-6,not covered,46.5,under
SEA,vs,BUF,2016,2016-11-07,11,7,8:30,9,9,Mon,W,31,25,6,,-5.5,covered,43.5,over
HOU,vs,CHI,2016,2016-09-11,9,11,1:05,1,1,Sun,W,23,14,9,,-5.5,covered,43,under
DET,vs,JAX,2016,2016-11-20,11,20,1:00,11,10,Sun,W,26,19,7,,-5.5,covered,47,under
IND,vs,JAX,2016,2017-01-01,1,1,1:00,17,16,Sun,W,24,20,4,,-5.5,not covered,48.5,under
NWE,vs,MIA,2016,2016-09-18,9,18,1:02,2,2,Sun,W,31,24,7,,-5.5,covered,42,over
PIT,vs,BAL,2016,2016-12-25,12,25,4:30,16,15,Sun,W,31,27,4,,-5.5,not covered,46.5,over
DAL,vs,WAS,2016,2016-11-24,11,24,4:30,12,11,Thu,W,31,26,5,,-5.5,not covered,53,over
MIN,vs,IND,2016,2016-12-18,12,18,1:00,15,14,Sun,L,6,34,-28,,-5,not covered,44.5,under
GNB,vs,DAL,2016,2016-10-16,10,16,4:25,6,6,Sun,L,16,30,-14,,-5,not covered,47,under
ATL,vs,KAN,2016,2016-12-04,12,4,1:00,13,12,Sun,L,28,29,-1,,-5,not covered,50,over
DAL,vs,PHI,2016,2016-10-30,10,30,8:31,8,7,Sun,W,29,23,6,OT,-5,covered,44,over
BAL,vs,PHI,2016,2016-12-18,12,18,1:00,15,14,Sun,W,27,26,1,,-5,not covered,41,over
MIN,vs,DET,2016,2016-11-06,11,6,1:00,9,9,Sun,L,16,22,-6,OT,-4.5,not covered,42.5,under
BUF,vs,MIA,2016,2016-12-24,12,24,1:00,16,15,Sat,L,31,34,-3,OT,-4.5,not covered,44.5,over
ATL,vs,SDG,2016,2016-10-23,10,23,4:05,7,7,Sun,L,30,33,-3,OT,-4.5,not covered,52.5,over
OAK,vs,ATL,2016,2016-09-18,9,18,4:25,2,2,Sun,L,28,35,-7,,-4,not covered,47.5,over
IND,vs,CHI,2016,2016-10-09,10,9,1:02,5,5,Sun,W,29,23,6,,-4,covered,47.5,over
PHI,vs,CLE,2016,2016-09-11,9,11,1:05,1,1,Sun,W,29,10,19,,-4,covered,41.5,under
TEN,vs,IND,2016,2016-10-23,10,23,1:02,7,7,Sun,L,26,34,-8,,-4,not covered,48,over
ATL,vs,ARI,2016,2016-11-27,11,27,1:00,12,11,Sun,W,38,19,19,,-4,covered,49,over
NYG,vs,DET,2016,2016-12-18,12,18,1:00,15,14,Sun,W,17,6,11,,-4,covered,42.5,under
PHI,vs,GNB,2016,2016-11-28,11,28,8:30,12,11,Mon,L,13,27,-14,,-4,not covered,47,under
SDG,vs,MIA,2016,2016-11-13,11,13,4:05,10,9,Sun,L,24,31,-7,,-4,not covered,48.5,over
HOU,vs,TEN,2016,2016-10-02,10,2,1:02,4,4,Sun,W,27,20,7,,-4,covered,40,over
BAL,vs,WAS,2016,2016-10-09,10,9,1:03,5,5,Sun,L,10,16,-6,,-4,not covered,44.5,under
DEN,vs,ATL,2016,2016-10-09,10,9,4:05,5,5,Sun,L,16,23,-7,,-3.5,not covered,44.5,under
NWE,vs,BUF,2016,2016-10-02,10,2,1:02,4,4,Sun,L,0,16,-16,,-3.5,not covered,41,under
OAK,vs,CAR,2016,2016-11-27,11,27,4:25,12,11,Sun,W,35,32,3,,-3.5,not covered,48.5,over
BAL,vs,CIN,2016,2016-11-27,11,27,1:00,12,11,Sun,W,19,14,5,,-3.5,covered,41.5,under
OAK,vs,IND,2016,2016-12-24,12,24,4:05,16,15,Sat,W,33,25,8,,-3.5,covered,52,over
WAS,vs,DAL,2016,2016-09-18,9,18,1:03,2,2,Sun,L,23,27,-4,,-3.5,not covered,47,over
CIN,vs,DEN,2016,2016-09-25,9,25,1:02,3,3,Sun,L,17,29,-12,,-3.5,not covered,42,over
KAN,vs,DEN,2016,2016-12-25,12,25,8:30,16,15,Sun,W,33,10,23,,-3.5,covered,38,over
HOU,vs,JAX,2016,2016-12-18,12,18,1:00,15,14,Sun,W,21,20,1,,-3.5,not covered,39.5,over
DEN,vs,KAN,2016,2016-11-27,11,27,8:30,12,11,Sun,L,27,30,-3,OT,-3.5,not covered,40,over
BAL,vs,MIA,2016,2016-12-04,12,4,1:00,13,12,Sun,W,38,6,32,,-3.5,covered,41.5,over
NYG,vs,NOR,2016,2016-09-18,9,18,1:03,2,2,Sun,W,16,13,3,,-3.5,not covered,54,under
SDG,vs,NOR,2016,2016-10-02,10,2,4:25,4,4,Sun,L,34,35,-1,,-3.5,not covered,54,over
CAR,vs,NOR,2016,2016-11-17,11,17,8:25,11,10,Thu,W,23,20,3,,-3.5,not covered,52.5,under
MIN,vs,NYG,2016,2016-10-03,10,3,8:35,4,4,Mon,W,24,10,14,,-3.5,covered,42.5,under
MIA,vs,NYJ,2016,2016-11-06,11,6,1:00,9,9,Sun,W,27,23,4,,-3.5,covered,45,over
SDG,vs,TEN,2016,2016-11-06,11,6,4:25,9,9,Sun,W,43,35,8,,-3.5,covered,47.5,over
BAL,vs,OAK,2016,2016-10-02,10,2,1:02,4,4,Sun,L,27,28,-1,,-3.5,not covered,45,over
KAN,vs,OAK,2016,2016-12-08,12,8,8:25,14,13,Thu,W,21,13,8,,-3.5,covered,46,under
TAM,vs,LAR,2016,2016-09-25,9,25,4:05,3,3,Sun,L,32,37,-5,,-3.5,not covered,40.5,over
NYG,vs,BAL,2016,2016-10-16,10,16,1:02,6,6,Sun,W,27,23,4,,-3.5,covered,42.5,over
OAK,vs,SDG,2016,2016-10-09,10,9,4:25,5,5,Sun,W,34,31,3,,-3.5,not covered,50.5,over
DEN,vs,SDG,2016,2016-10-30,10,30,4:05,8,8,Sun,W,27,19,8,,-3.5,covered,43,over
SDG,vs,TAM,2016,2016-12-04,12,4,4:25,13,12,Sun,L,21,28,-7,,-3.5,not covered,49,push
NYG,vs,WAS,2016,2016-09-25,9,25,1:02,3,3,Sun,L,27,29,-2,,-3.5,not covered,47,over
BAL,vs,BUF,2016,2016-09-11,9,11,1:04,1,1,Sun,W,13,7,6,,-3,covered,44.5,under
OAK,vs,BUF,2016,2016-12-04,12,4,4:05,13,12,Sun,W,38,24,14,,-3,covered,48.5,over
TAM,vs,CAR,2016,2017-01-01,1,1,1:00,17,16,Sun,W,17,16,1,,-3,not covered,44.5,under
PIT,vs,CIN,2016,2016-09-18,9,18,1:02,2,2,Sun,W,24,16,8,,-3,covered,48,under
HOU,vs,CIN,2016,2016-12-24,12,24,8:25,16,15,Sat,W,12,10,2,,-3,not covered,41.5,under
PIT,vs,CLE,2016,2017-01-01,1,1,1:00,17,16,Sun,W,27,24,3,OT,-3,not covered,41.5,over
HOU,vs,IND,2016,2016-10-16,10,16,8:32,6,6,Sun,W,26,23,3,OT,-3,not covered,47.5,over
PIT,vs,DAL,2016,2016-11-13,11,13,4:25,10,9,Sun,L,30,35,-5,,-3,not covered,50.5,over
NOR,vs,DEN,2016,2016-11-13,11,13,1:00,10,10,Sun,L,23,25,-2,,-3,not covered,50,under
ATL,vs,GNB,2016,2016-10-30,10,30,4:25,8,7,Sun,W,33,32,1,,-3,not covered,51,over
WAS,vs,GNB,2016,2016-11-20,11,20,8:30,11,10,Sun,W,42,24,18,,-3,covered,48,over
JAX,vs,HOU,2016,2016-11-13,11,13,1:00,10,9,Sun,L,21,24,-3,,-3,not covered,42,over
TEN,vs,HOU,2016,2017-01-01,1,1,1:00,17,16,Sun,W,24,17,7,,-3,covered,41.5,under
SDG,vs,JAX,2016,2016-09-18,9,18,4:25,2,2,Sun,W,38,14,24,,-3,covered,47.5,over
TEN,vs,JAX,2016,2016-10-27,10,27,8:26,8,7,Thu,W,36,22,14,,-3,covered,43.5,over
PIT,vs,KAN,2016,2016-10-02,10,2,8:30,4,4,Sun,W,43,14,29,,-3,covered,48,over
CAR,vs,KAN,2016,2016-11-13,11,13,1:00,10,9,Sun,L,17,20,-3,,-3,not covered,44,under
ARI,vs,NOR,2016,2016-12-18,12,18,4:05,15,14,Sun,L,41,48,-7,,-3,not covered,48.5,over
KAN,vs,NYJ,2016,2016-09-25,9,25,4:26,3,3,Sun,W,24,3,21,,-3,covered,44.5,under
SFO,vs,NYJ,2016,2016-12-11,12,11,4:05,14,13,Sun,L,17,23,-6,OT,-3,not covered,42.5,under
IND,vs,TEN,2016,2016-11-20,11,20,1:00,11,11,Sun,W,24,17,7,,-3,covered,53.5,under
CHI,vs,PHI,2016,2016-09-19,9,19,8:30,2,2,Mon,L,14,29,-15,,-3,not covered,42.5,over
NYG,vs,PHI,2016,2016-11-06,11,6,1:00,9,8,Sun,W,28,23,5,,-3,covered,42.5,over
NOR,vs,TAM,2016,2016-12-24,12,24,4:25,16,15,Sat,W,31,24,7,,-3,covered,53,over
CIN,vs,WAS,2016,2016-10-30,10,30,8:36,8,8,Sun,W,27,27,0,OT,-3,not covered,49,over
NOR,vs,ATL,2016,2016-09-26,9,26,8:30,3,3,Mon,L,32,45,-13,,-2.5,not covered,54,over
CIN,vs,BUF,2016,2016-11-20,11,20,1:00,11,10,Sun,L,12,16,-4,,-2.5,not covered,48,under
CAR,vs,ARI,2016,2016-10-30,10,30,12:47,8,8,Sun,W,30,20,10,,-2.5,covered,45.5,over
IND,vs,DET,2016,2016-09-11,9,11,4:27,1,1,Sun,L,35,39,-4,,-2.5,not covered,51,over
CHI,vs,JAX,2016,2016-10-16,10,16,1:02,6,5,Sun,L,16,17,-1,,-2.5,not covered,46,under
WAS,vs,MIN,2016,2016-11-13,11,13,1:00,10,9,Sun,W,26,20,6,,-2.5,covered,42,over
MIA,vs,TEN,2016,2016-10-09,10,9,1:02,5,5,Sun,L,17,30,-13,,-2.5,not covered,44.5,over
NOR,vs,OAK,2016,2016-09-11,9,11,1:05,1,1,Sun,L,34,35,-1,,-2.5,not covered,50,over
DET,vs,LAR,2016,2016-10-16,10,16,1:02,6,6,Sun,W,31,28,3,,-2.5,covered,44,over
NYJ,vs,BAL,2016,2016-10-23,10,23,1:04,7,7,Sun,W,24,16,8,,-2.5,covered,40,push
ARI,vs,SEA,2016,2016-10-23,10,23,8:30,7,6,Sun,W,6,6,0,OT,-2.5,not covered,43,under
ATL,vs,TAM,2016,2016-09-11,9,11,1:05,1,1,Sun,L,24,31,-7,,-2.5,not covered,46.5,over
ARI,vs,WAS,2016,2016-12-04,12,4,4:25,13,12,Sun,W,31,23,8,,-2.5,covered,48.5,over
PHI,vs,ATL,2016,2016-11-13,11,13,1:00,10,10,Sun,W,24,15,9,,-2,covered,48.5,under
MIN,vs,ARI,2016,2016-11-20,11,20,1:00,11,10,Sun,W,30,24,6,,-2,covered,39.5,over
TEN,vs,DEN,2016,2016-12-11,12,11,1:00,14,13,Sun,W,13,10,3,,-2,covered,44,under
TAM,vs,NOR,2016,2016-12-11,12,11,4:25,14,13,Sun,W,16,11,5,,-2,covered,52,under
